section,path,line,target,snippet,comment_flag,action,classification
Comment -> Vietnamese,frontend/src/pages/home/features/status-detail/status-detail-dom-ids.ts,92,Vietnamese,// 拷贝自 src/js/contracts/download-action-contract.js 的 MARKDOWN_BUNDLE id,True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status-detail/status-detail-dom-ids.ts,93,Vietnamese,"// &#40;该文件不在防回弹禁区,但概览面板下载行的 id 属 StatusDetailDialog 自身",True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status-detail/status-detail-dom-ids.ts,94,Vietnamese,"// 模板契约,和 status-card-dom-ids.js 的 STATUS_MARKDOWN_BUNDLE 是两个不同的",True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status-detail/status-detail-dom-ids.ts,95,Vietnamese,"// 物理 id,不冲突——直接内联避免多一层 re-export&#41;。",True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status-detail/status-detail-runtime-port.ts,12,Vietnamese,// StatusDetailDialog 的 runtimePort&#40;蓝图 §1 数据源铁律:读 job-runtime 保留,True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status-detail/status-detail-runtime-port.ts,13,Vietnamese,"// 引擎的 state,不是 statusCardStore&#41;。",True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status-detail/status-detail-runtime-port.ts,15,Vietnamese,// 逻辑拷贝自 src/js/bootstrap/status-detail-runtime-port.js——该文件路径命中,True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status-detail/status-detail-runtime-port.ts,16,Vietnamese,"// architecture-boundaries.test.mjs 的 `/bootstrap/` 防回弹正则,pages/** 禁止",True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status-detail/status-detail-runtime-port.ts,17,Vietnamese,// import;但它本身只是 job-runtime 三个 kept 端口,True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status-detail/status-detail-runtime-port.ts,18,Vietnamese,// &#40;current-job-state.js/secondary-resource-cache.js/render-context.js&#41;的字面量,True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status-detail/status-detail-runtime-port.ts,19,Vietnamese,"// 组合,零 DOM 逻辑,直接照抄零风险。composition.js 用同一个 jobRuntimeState",True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status-detail/status-detail-runtime-port.ts,20,Vietnamese,"// 对象构造,拿到与 job-runtime 引擎完全同一份 currentJobStore/",True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status-detail/status-detail-runtime-port.ts,21,Vietnamese,"// secondaryResourceStore 引用,不新建平行状态。",True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status-detail/status-detail-runtime-port.ts,23,Vietnamese,/** applyOverviewPayload 入参：概览刷新后写回 runtime 的一批载荷 */,True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status-detail/status-detail-store.ts,4,Vietnamese,"// StatusDetailDialog 的读面 store&#40;蓝图 §1 ""新 store""清单&#41;。",True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status-detail/status-detail-store.ts,6,Vietnamese,"// 两个并行段&#40;数据源铁律,蓝图 §1.0 + §0 全局发现&#41;:",True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status-detail/status-detail-store.ts,7,Vietnamese,// - overview 段:headline/runtime/failure/rerun/job/eventsPayload——job/,True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status-detail/status-detail-store.ts,8,Vietnamese,"// eventsPayload 是原始数据&#40;不是预拼好的 markup&#41;,StageHistoryList/",True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status-detail/status-detail-store.ts,9,Vietnamese,// EventsList 直接从这两个字段用纯函数计算结构化数组&#40;见对应组件文件&#41;。,True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status-detail/status-detail-store.ts,10,Vietnamese,// - translation 段:createTranslationState&#40;&#41; 状态袋的浅拷贝 + 少量 UI 态,True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status-detail/status-detail-store.ts,12,Vietnamese,// 随 translation-data-port.js&#40;kept&#41;每次读写后同步。,True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status-detail/status-detail-store.ts,14,Vietnamese,// 本 store 与 features/status/status-card-store.js 的 statusCardStore 是两条,True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status-detail/status-detail-store.ts,15,Vietnamese,"// 平行读路径,不合并——status-detail 自己 fetch&#40;events/diagnostics/",True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status-detail/status-detail-store.ts,16,Vietnamese,"// resumePlan&#41;,写入频率远低于状态卡的 1s 轮询,合并会污染 StatusCard 的高频",True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status-detail/status-detail-store.ts,17,Vietnamese,// 订阅快照&#40;蓝图 §1.0 明确铁律&#41;。,True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status-detail/status-detail-store.ts,52,Vietnamese,/** 原始 job 载荷（StageHistoryList 等直接消费；API 形状宽） */,True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status-detail/status-detail-store.ts,55,Vietnamese,/** 原始 events 载荷（EventsList 直接消费） */,True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status-detail/status-detail-store.ts,61,Vietnamese,/** overview 段：buildStatusDetailSnapshot + job/events 原始载荷 */,True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status-detail/status-detail-store.ts,80,Vietnamese,* 翻译诊断 summary（嵌套 summary 口袋 + 顶层扩展字段）。,True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status-detail/status-detail-store.ts,81,Vietnamese,"* TranslationSummary 读 summary.summary.{status_summary,counts,provider_*}。",True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status-detail/status-detail-store.ts,97,Vietnamese,/** Item 列表行（TranslationItemsPanel） */,True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status-detail/status-detail-store.ts,107,Vietnamese,/** 选中 item 详情（TranslationItemDetailPanel） */,True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status-detail/status-detail-store.ts,115,Vietnamese,/** 重放结果袋 */,True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status-detail/status-detail-store.ts,127,Vietnamese,/** translation 段：createTranslationState 镜像 + UI loading/error */,True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status-detail/useRerunAction.ts,1,Vietnamese,"// 失败 tab 的""从断点恢复/重新运行""按钮绑定&#40;蓝图 §1.2&#41;。resume-actions.js",True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status-detail/useRerunAction.ts,2,Vietnamese,"// &#40;kept&#41;已经把 enabled/status 算好写进 overview.rerun,这里只做",True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status-detail/useRerunAction.ts,3,Vietnamese,// disabled = !enabled \,True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status-detail/useStatusDetailOverview.ts,1,Vietnamese,// StatusDetailDialog 家族的唯一装配面&#40;蓝图 §1.2&#41;——把 composition.js 的,True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status-detail/useStatusDetailOverview.ts,2,Vietnamese,"// statusDetail 域&#40;services.statusDetail:{store, dialogStore, controller}&#41;",True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status-detail/useStatusDetailOverview.ts,3,Vietnamese,"// 折成一个 hook,组件只订阅需要的切片,不各自重复 useStoreSnapshot/",True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status-detail/useStatusDetailOverview.ts,4,Vietnamese,// useDialogState 样板&#40;镜像 useCredentialsController.js 的先例&#41;。,True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status-detail/useStatusDetailOverview.ts,21,Vietnamese,/** controller 表面（JSX 直接调用的方法） */,True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status/ProgressBlock.tsx,1,Vietnamese,// 进度区块&#40;蓝图 §2 features/status/;镜像,True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status/ProgressBlock.tsx,2,Vietnamese,// job-status-card-progress-renderer.js 的 renderProgressComponents/,True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status/ProgressBlock.tsx,3,Vietnamese,// renderProgressModel——DOM 契约逐 id/class/CSS 变量保留&#40;蓝图风险 §8.7:,True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status/ProgressBlock.tsx,5,Vietnamese,"// aria-valuenow&#41;。renderOptions 来自 useStagedProgressAnimation 的输出,",True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status/ProgressBlock.tsx,6,Vietnamese,"// 本组件只管声明式渲染,不持有动画状态。",True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status/ResultActions.tsx,1,Vietnamese,// 结果操作行&#40;蓝图 §2 features/status/;镜像 job-status-card-rendering.js 的,True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status/ResultActions.tsx,2,Vietnamese,// syncPrimaryActions/setActionLinkState——DOM 契约逐 id/class 保留&#41;。,True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status/ResultActions.tsx,4,Vietnamese,// 「对照阅读」链接&#40;dialogs 蓝图 §4 施工范围第 6 条 ①&#41;:运行时复核确认,True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status/ResultActions.tsx,5,Vietnamese,"// 3b 只渲染了裸 <a href=""reader.html?..."">,没有拦截点击——整页跳转会",True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status/ResultActions.tsx,6,Vietnamese,"// 打断 SPA 的对话框体验,补上 onClick&#40;preventDefault + onReaderClick&#41;",True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status/ResultActions.tsx,7,Vietnamese,"// 走 ReaderDialog 统一的 openReaderRequested 入口,href 保留作为",True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status/ResultActions.tsx,8,Vietnamese,// JS 失效时的可用兜底。,True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status/ResultActions.tsx,10,Vietnamese,// markdownBundle/sourcePdf/pdf 三个下载链接&#40;dialogs 蓝图 §7&#41;:这几个 id,True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status/ResultActions.tsx,11,Vietnamese,// 命中 artifact-downloads 域的 document 级委托点击&#40;controller.js 的,True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status/ResultActions.tsx,12,Vietnamese,"// handleProtectedArtifactClick,composition.js 已挂载 bindEvents&#40;&#41;&#41;,点击",True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status/ResultActions.tsx,13,Vietnamese,// 时该处理器会先于原生 <a> 默认跳转执行 event.preventDefault&#40;&#41;——按钮本身不,True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status/ResultActions.tsx,14,Vietnamese,// 需要额外接 onClick&#40;委托点击与谁渲染了按钮无关&#41;。这里只订阅,True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status/ResultActions.tsx,15,Vietnamese,"// artifact-download-busy-store.js 的对应 actionId 分片,驱动""下载中..."".",True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status/ResultActions.tsx,16,Vietnamese,// 文案与禁用态&#40;方案二:避免父组件因轮询重渲染把命令式写入的下载进度文案,True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status/ResultActions.tsx,17,Vietnamese,// 覆盖回原始 label&#41;。,True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status/StageFlow.tsx,1,Vietnamese,// 阶段流程条&#40;蓝图 §2 features/status/;镜像 job-status-card-stage-flow.js,True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status/StageFlow.tsx,2,Vietnamese,"// 的 syncStageFlow 语义,DOM 契约逐 id/class 保留——smoke 依赖",True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status/StageFlow.tsx,5,Vietnamese,// 重试操作不放在阶段 pill 上（拥挤、易顶歪布局），由 StatusCardEmbedded,True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status/StageFlow.tsx,6,Vietnamese,// 在进度文案行右侧按「当前选中阶段」单独渲染。,True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status/StageFlow.tsx,16,Vietnamese,/** @deprecated 重试已迁出 StageFlow；保留类型以免旧 import 断裂 */,True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status/StageFlow.tsx,28,Vietnamese,/** 覆盖上下文 id；默认走 StatusCardIdsContext */,True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status/StageFlow.tsx,30,Vietnamese,/** @deprecated 忽略；重试由外层进度区渲染 */,True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status/StageRetry.tsx,1,Vietnamese,// 阶段重试按钮&#40;蓝图 §2 features/status/;镜像 job-status-card-retry.js 的,True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status/StageRetry.tsx,2,Vietnamese,// renderStageRetryAction/bindStageRetryEvents——点击 dispatch,True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status/StageRetry.tsx,3,Vietnamese,"// APP_EVENTS.retryStage,job-runtime 引擎消费,事件契约原样保留,蓝图 §5&#41;。",True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status/StatusCard.tsx,1,Vietnamese,// StatusCard 入口：主流程 / 书籍详情两套展示拆成独立文件。,True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status/StatusCard.tsx,3,Vietnamese,// - StatusCardMain：工作流弹窗 #job-status-card（DOM 契约 / smoke）,True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status/StatusCard.tsx,4,Vietnamese,// - StatusCardEmbedded：详情 #book-detail-job-status-card（bd-job-status-* 固定高度）,True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status/StatusCard.tsx,5,Vietnamese,// - useStatusCardModel：共享 store → display / lottie / progress,True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status/StatusCardEmbedded.tsx,1,Vietnamese,// 书籍详情「翻译」Tab 进度：,True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status/StatusCardEmbedded.tsx,2,Vietnamese,// - StageFlow：纯阶段导航,True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status/StatusCardEmbedded.tsx,3,Vietnamese,// - 进度文案行右侧：仅当前选中阶段的「重新 OCR / 翻译 / 渲染」,True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status/StatusCardEmbedded.tsx,4,Vietnamese,// （动作与导航分离，不挤 pill、不顶乱布局）,True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status/StatusCardEmbedded.tsx,120,Vietnamese,* 仅针对「当前选中阶段」返回一颗重试按钮配置。,True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status/StatusCardEmbedded.tsx,121,Vietnamese,* - OCR：有 job 即可（不看失败）,True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status/StatusCardEmbedded.tsx,122,Vietnamese,* - 翻译/渲染：can_retry 或 失败/成功,True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status/StatusCardEmbedded.tsx,123,Vietnamese,* - 完成：不显示,True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status/StatusCardMain.tsx,1,Vietnamese,// 主流程 StatusCard 展示：status-card-shell + hero（DOM 契约 id 保留）。,True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status/SubstageFlow.tsx,1,Vietnamese,// 子阶段流程条&#40;蓝图 §2 features/status/;数据源 buildSubstageViewModel 是,True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status/SubstageFlow.tsx,2,Vietnamese,"// job-status/substage-view-model.js 纯 VM,原样 import——镜像",True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status/SubstageFlow.tsx,3,Vietnamese,"// job-status-card-substages.js 的 syncStageSubstageStates DOM 结构,",True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status/SubstageFlow.tsx,4,Vietnamese,// --status-substage-count CSS 变量契约保留&#41;。,True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status/merge-snapshot-with-fallback.ts,1,Vietnamese,// statusCard 快照 + 书架 live item 合并。,True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status/merge-snapshot-with-fallback.ts,3,Vietnamese,// 问题：attachJobProgress → startPolling 首帧会推 placeholder,True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status/merge-snapshot-with-fallback.ts,4,Vietnamese,"// （status=queued, stage_detail=正在读取…），已完成书会被盖成排队。",True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status/merge-snapshot-with-fallback.ts,5,Vietnamese,// 本函数把书架 item 的终态/进度补回 snapshot，详情与主流程共用一处。,True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status/merge-snapshot-with-fallback.ts,9,Vietnamese,/** 书架 live 行（library item）上与进度合并相关的字段 */,True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status/merge-snapshot-with-fallback.ts,29,Vietnamese,* @param fallbackItem 书架 item,True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status/merge-snapshot-with-fallback.ts,142,Vietnamese,/** 书架 live 行是否为 startPolling 首帧占位（Dialog 层与 snapshot 层共用） */,True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status/progress-model.ts,1,Vietnamese,// buildProgressRenderModel 拷贝自 components/status/job-status-card-rendering.js,True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status/progress-model.ts,2,Vietnamese,"// 第 45-164 行&#40;蓝图 §1 components/status/ 判决,该文件整体死于 cutover——",True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status/progress-model.ts,3,Vietnamese,"// js/components/ 是防回弹门禁禁区,只能拷贝纯函数,不能 import&#41;。",True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status/progress-model.ts,4,Vietnamese,"// 逐字保留,不做任何行为改写;ProgressBlock.jsx / useStagedProgressAnimation.js",True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status/progress-model.ts,5,Vietnamese,// 共用本文件。,True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status/progress-model.ts,7,Vietnamese,/** useStagedProgressAnimation / buildProgressOptions 输出 → ProgressBlock 输入 */,True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status/status-area.ts,9,Vietnamese,// 状态区&#40;#status-section&#41;可见性 feature。,True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status/status-area.ts,11,Vietnamese,"// 3a 只落""可见性 + 事件契约""&#40;镜像 ui/status-area-view.js 的 setStatusAreaVisible",True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status/status-area.ts,12,Vietnamese,// 与 ui/presentation-view.js 的 setWorkflowSectionsView&#41;:StatusCard 本体是 3b,True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status/status-area.ts,13,Vietnamese,"// &#40;recent-jobs + job-runtime 蓝图 features/status/&#41;的范围,这里的 store 届时",True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status/status-area.ts,14,Vietnamese,// 直接被 StatusCard.jsx 家族复用。,True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status/status-area.ts,16,Vietnamese,// 事件契约:每次 setVisible 都 dispatch statusAreaVisibilityChanged&#40;旧世界,True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status/status-area.ts,17,Vietnamese,"// 同款,translation-workflow-dialog 靠它同步 upload/status 模式&#41;。",True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status/status-area.ts,78,Vietnamese,// 旧世界从状态卡元素冒泡 returnHome;新世界直接发到 document,True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status/status-area.ts,79,Vietnamese,"// &#40;消费方 jobRuntimeFeature.returnToHome 是 document 级监听,3b 接线&#41;",True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status/status-area.ts,86,Vietnamese,// setWorkflowSections&#40;job&#41;:idle 复位链与 3b runtime-reset 共用的回调,True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status/status-card-dom-ids.ts,3,Vietnamese,// 状态卡 DOM 契约 id 拷贝&#40;蓝图 §2 features/status/&#41;。,True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status/status-card-dom-ids.ts,5,Vietnamese,"// 拷贝自 components/status/job-status-card-dom-contract.js&#40;该文件属""死,由",True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status/status-card-dom-ids.ts,6,Vietnamese,"// StatusCard.jsx 家族替代""清单,js/components/ 禁止 import;",True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status/status-card-dom-ids.ts,7,Vietnamese,"// DOWNLOAD_ACTION_IDS 来自 contracts/,不在禁区,原样 import&#41;。id 字符串",True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status/status-card-dom-ids.ts,8,Vietnamese,// 逐一保留——smoke DOM 契约&#40;蓝图 §0&#41;靠这些 id 断言。,True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status/status-card-ids-context.ts,1,Vietnamese,// StatusCard 子树 DOM id 上下文。,True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status/status-card-ids-context.ts,2,Vietnamese,// 主流程 StatusCard 用全局契约 id（smoke 依赖）；书籍详情等嵌入态用前缀 id，,True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status/status-card-ids-context.ts,3,Vietnamese,// 避免与 #job-status-card / #status-stage-flow 等冲突。,True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status/status-card-ids-context.ts,27,Vietnamese,* 下载按钮 id 必须保持契约字符串（artifact-downloads 文档级委托按 id 命中）。,True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status/status-card-ids-context.ts,28,Vietnamese,* 嵌入态若也渲染 ResultActions，应继续用全局 DOWNLOAD ids，不要加前缀。,True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status/status-card-store.ts,9,Vietnamese,"// 状态卡 store + presenter&#40;蓝图 §2 features/status/,§4 生命周期&#41;。",True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status/status-card-store.ts,11,Vietnamese,// 唯一 VM 源:job-status/status-card-runtime-source.js 的,True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status/status-card-store.ts,12,Vietnamese,// buildRuntimeStatusCardSnapshot——直接镜像 components/status/,True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status/status-card-store.ts,13,Vietnamese,// connected-job-status-card.js 的 createRuntimeStatusCardSource 语义:无论,True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status/status-card-store.ts,14,Vietnamese,// renderMain&#40;主轮询命中&#41;还是 renderPatch&#40;events/manifest/stageActions 三路,True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status/status-card-store.ts,15,Vietnamese,"// 二级补丁中的任意一路&#41;,统一从 currentJobStore + secondaryResourceStore 两个",True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status/status-card-store.ts,16,Vietnamese,// canonical store **重新整体计算**一份快照写回 statusCardStore&#40;蓝图风险 10:,True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status/status-card-store.ts,17,Vietnamese,"// ""renderPatch 收敛""——不按 source 分支做局部补丁,规避三份局部更新逻辑各自",True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status/status-card-store.ts,18,Vietnamese,// 漂移的风险&#41;。,True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status/status-card-store.ts,20,Vietnamese,// 风险 6&#40;首帧 placeholder&#41;:jobRuntimeFeature.startPolling&#40;&#41; 的同步链里,True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status/status-card-store.ts,21,Vietnamese,// renderJob&#40;&#41; 会在 await 网络请求之前先落一次 placeholder 快照,True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status/status-card-store.ts,22,Vietnamese,"// &#40;render-context.js 的 applyJobRuntimeSnapshot 同步写 currentJobStore&#41;,",True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status/status-card-store.ts,23,Vietnamese,"// renderMain 在此刻被同步调用,本 store 因此在 React 首次渲染前就已有数据,",True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status/status-card-store.ts,24,Vietnamese,// 不会闪空卡。,True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status/status-card-store.ts,26,Vietnamese,"// elapsed 故意不进本 store&#40;蓝图 §3.5&#41;:resolveLiveDurations 每秒都变,若随",True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status/status-card-store.ts,27,Vietnamese,"// 主快照一起写 store,statusCardStore 的 useStoreSnapshot 会被拖着每秒重渲",True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status/status-card-store.ts,28,Vietnamese,// 整卡;真正的秒表由 useElapsedTicker.js 独立驱动&#40;读 snapshot.job 的,True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status/status-card-store.ts,29,Vietnamese,"// started_at/finished_at,不读本 store 的任何""已计算好的"" elapsed 字段&#41;。",True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status/status-card-store.ts,31,Vietnamese,/** 阶段重试按钮（normalizeStageRetryActions 输出） */,True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status/status-card-store.ts,40,Vietnamese,/** 阶段进度分片（stageProgressByKey / selectedProgress） */,True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status/status-card-store.ts,58,Vietnamese,/** job 原始载荷（API 形状宽，状态卡只读子集 + 透传） */,True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status/status-card-store.ts,94,Vietnamese,* statusCardStore.snapshot 的完整形状。,True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status/status-card-store.ts,95,Vietnamese,* 字段来自 EMPTY 默认值 + buildJobStatusViewModel + summary 合并。,True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status/status-card-store.ts,126,Vietnamese,/** EMPTY 默认携带；运行时以 StatusCardState.cancelDisabled 为准 */,True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status/status-card-store.ts,131,Vietnamese,/** runtime VM 可能附带的阶段呈现（merge 时透传） */,True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status/status-card-store.ts,172,Vietnamese,// 拷贝自 components/status/job-status-card-snapshot.js 的零参默认值&#40;该文件,True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status/status-card-store.ts,173,Vietnamese,"// 属""死,由 StatusCard.jsx 家族替代""清单,不可 import——js/components/ 是",True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status/status-card-store.ts,174,Vietnamese,// 防回弹门禁的显式禁区&#41;。只用于 currentJob 尚不存在时的占位快照。,True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status/status-card-store.ts,237,Vietnamese,// runtime-source 接受 string \,True,translate,comment
Comment -> Vietnamese,frontend/src/pages/home/features/status/status-card-store.ts,260,Vietnamese,"// renderJob&#40;renderContext&#41; / renderJobSecondaryPatch&#40;{context,source}&#41; 两个回调",True,translate,comment
